103 2 BEM3DSurface
sparse
56 17 1.9332132245529963e-02 -1.7630329694879793e-02
56 18 1.7243919278406333e-02 1.4395333411557026e-02
56 19 1.1886401035482120e-02 -1.8594527594595243e-03
56 20 1.8346070617580541e-02 2.0225254004145897e-02
56 21 2.0156915524431846e-02 -1.7616531340340233e-02
56 22 2.1265244399807804e-02 1.5856340765248830e-02
56 23 1.2888745347573992e-02 -1.5756914859158359e-02
56 24 1.1487549526546655e-02 -6.7896868633930164e-03
56 25 7.5260598332198914e-03 -1.4110395084571944e-02
56 26 7.5560001745444876e-03 -1.4213780320918766e-02
56 27 1.1187779277272991e-02 -1.6469708579643146e-02
56 28 1.5103515562444434e-02 1.6739142922916440e-02
56 29 1.6399772966719125e-02 3.0701684017694388e-02
56 30 1.5496475964230668e-02 2.8512775321621501e-02
56 3 1.2229901212119089e-02 -1.7319376757089621e-03
56 32 1.1361385951885924e-02 -1.3771361823709286e-02
56 33 1.0353740118554661e-02 -1.8479015394421254e-02
56 34 4.6109101202854233e-03 -8.4187453759717035e-03
56 35 1.1361385951885926e-02 -1.3771361823709282e-02
56 36 9.8223379936546781e-03 -1.7647868908672464e-02
56 37 2.3928890017333396e-02 2.1996674813505077e-02
56 38 1.8580308103156386e-02 2.0705450201434588e-02
56 39 2.1083330237975664e-02 3.8605565964756221e-02
56 40 7.7125415035717865e-03 -3.1484779894791226e-03
56 41 1.6558012823880443e-02 3.0961682898493343e-02
56 42 1.8321800351036210e-02 2.0475266911273663e-02
56 43 1.5163994488161881e-02 1.5771674627830148e-02
56 44 1.5903972151288893e-02 2.9154668943928111e-02
56 45 9.4570775492525527e-03 -1.7131753564110300e-02
56 31 4.6109101202854233e-03 -8.4187453759717052e-03
56 47 1.3569585368712469e-02 -1.6163001211987001e-02
56 48 2.0416754422906146e-02 2.6596715180798730e-02
56 49 1.5801809913679632e-02 -7.5985065555890735e-03
56 50 7.4904104538867046e-03 -1.4048776150989130e-02
56 51 9.4706121284873386e-03 -1.7301369013623384e-02
56 52 1.1089828621096918e-02 -1.6332640991878269e-02
56 53 1.7223009350446530e-02 1.4347114427944400e-02
56 54 1.5609407929694334e-02 1.7774053681100931e-02
56 55 1.4809657685629677e-02 1.6690819408993307e-02
56 56 1.6340902803469198e-02 1.4280000379706155e-02
56 57 1.5955347679720240e-02 2.9252354141394789e-02
56 58 1.5188157707223449e-02 1.5880138790978993e-02
56 59 1.5294339481111384e-02 1.7166685155882822e-02
56 60 2.1239323930148254e-02 1.6560780023030162e-02
56 61 1.3408863640001113e-02 -1.5806271966218446e-02
56 62 1.1954588707518162e-02 -6.9315188213425723e-03
56 63 1.4681936773015904e-02 2.7402618144779550e-02
56 64 1.5085047262682403e-02 1.6731226198601165e-02
56 65 7.4578349893206436e-03 -1.4009182636426710e-02
56 66 1.2118982561783873e-02 -2.0112884093571471e-03
56 67 2.0517823326107139e-02 -1.7365787902324740e-02
56 68 1.1108419720417140e-02 -1.6444075279246684e-02
56 69 1.5476945559677458e-02 -7.6822404793934441e-03
56 70 9.2743276638234725e-03 -1.7054795491594634e-02
56 71 1.8227538148492938e-02 2.0266224426584246e-02
56 72 1.9524887203203549e-02 -1.6791790532164553e-02
56 73 1.4944180053558222e-02 1.0681485548296383e-02
56 74 1.9858550616424400e-02 -1.7415537704229263e-02
56 75 7.4939538337435319e-03 -1.4084516519839999e-02
56 76 8.6119073770714611e-03 -1.5922928195118802e-02
56 77 1.3998802973554225e-02 -1.6213932471980896e-02
56 78 2.0121742905032287e-02 3.6325118295980105e-02
56 79 8.4239499781984858e-03 -1.5643293728928073e-02
56 80 1.2202713562371254e-02 2.0145650904331517e-02
56 81 7.5702662899655862e-03 -1.4233199073685268e-02
56 82 7.5242950750559106e-03 -1.4145309720897642e-02
56 83 7.4578349893206436e-03 -1.4009182636426715e-02
56 84 8.2225492574790754e-03 -1.5307751388694436e-02
56 85 1.1827154323980498e-02 -2.0664149434380531e-02
56 86 1.7741950038686088e-02 -1.6608761024681708e-02
56 87 1.2984939196209102e-02 -5.6624237678869066e-03
56 88 1.4799212479123474e-02 1.0516087570412481e-02
56 89 4.2820966557027352e-03 -7.8625543481189719e-03
56 90 8.1923491136530156e-03 -1.2438085846412855e-02
56 91 1.1067270876559489e-02 -2.9474723433887489e-03
56 92 9.5998734167230277e-03 -1.7360497225280269e-02
56 93 6.8516537733333280e-03 9.9498856891182264e-03
56 94 1.1067270876559489e-02 -2.9474723433887498e-03
56 95 1.5411359335837692e-02 2.8363565973104344e-02
56 96 7.7125415035717874e-03 -3.1484779894791213e-03
56 97 1.8098468309060239e-02 -1.6287270632498158e-02
56 98 1.3852050698807168e-02 -7.1476354466557153e-03
56 99 8.1923491136530174e-03 -1.2438085846412855e-02
56 100 1.3043072401165196e-02 -2.2655729539959837e-02
56 101 9.8046610835134228e-03 -1.7845661524538918e-02
56 102 4.2820966557027352e-03 -7.8625543481189719e-03
56 46 8.2877148652063509e-03 -1.5424325385930400e-02
58 0 1.2419770592190829e-02 -1.6157046437444615e-03
58 1 1.5196882797884195e-02 1.7376200223722969e-02
58 2 1.9204869551350413e-02 -1.7046529777953796e-02
58 4 1.9356592491393727e-02 -1.7617490103536929e-02
58 5 1.0968478553070891e-02 -1.6246010351438096e-02
58 6 2.0283597592710940e-02 2.6337734738239284e-02
58 7 1.2202713562371256e-02 2.0145650904331524e-02
58 8 6.8516537733333297e-03 9.9498856891182264e-03
58 9 2.3713409236381506e-02 2.1022885805046680e-02
58 10 2.1430440206566294e-02 3.9161085312832140e-02
58 11 2.0271425565786639e-02 3.6575588654200873e-02
58 12 1.6047890169858827e-02 1.4123592771580807e-02
58 13 1.8628407360144660e-02 -1.6574717665250139e-02
58 14 1.7637454297460584e-02 -1.6161557717235396e-02
58 15 9.2743276637327083e-03 -1.7054795491420853e-02
58 16 1.7709831476564866e-02 -1.6623681312129431e-02
58 17 1.9332132245529963e-02 -1.7630329694879793e-02
58 18 1.7243919278406333e-02 1.4395333411557026e-02
58 19 1.1886401035482120e-02 -1.8594527594595243e-03
58 20 1.8346070617580541e-02 2.0225254004145897e-02
58 21 2.0156915524431846e-02 -1.7616531340340233e-02
58 22 2.1265244399807804e-02 1.5856340765248830e-02
58 23 1.2888745347573992e-02 -1.5756914859158359e-02
58 24 1.1487549526546655e-02 -6.7896868633930164e-03
58 25 7.5260598332198914e-03 -1.4110395084571944e-02
58 26 7.5560001745444876e-03 -1.4213780320918766e-02
58 27 1.1187779277272991e-02 -1.6469708579643146e-02
58 28 1.5103515562444434e-02 1.6739142922916440e-02
58 29 1.6399772966719125e-02 3.0701684017694388e-02
58 30 1.5496475964230668e-02 2.8512775321621501e-02
58 3 1.2229901212119089e-02 -1.7319376757089621e-03
58 32 1.1361385951885924e-02 -1.3771361823709286e-02
58 33 1.0353740118554661e-02 -1.8479015394421254e-02
58 34 4.6109101202854233e-03 -8.4187453759717035e-03
58 35 1.1361385951885926e-02 -1.3771361823709282e-02
58 36 9.8223379936546781e-03 -1.7647868908672464e-02
58 37 2.3928890017333396e-02 2.1996674813505077e-02
58 38 1.8580308103156386e-02 2.0705450201434588e-02
58 39 2.1083330237975664e-02 3.8605565964756221e-02
58 40 7.7125415035717865e-03 -3.1484779894791226e-03
58 41 1.6558012823880443e-02 3.0961682898493343e-02
58 42 1.8321800351036210e-02 2.0475266911273663e-02
58 43 1.5163994488161881e-02 1.5771674627830148e-02
58 44 1.5903972151288893e-02 2.9154668943928111e-02
58 45 9.4570775492525527e-03 -1.7131753564110300e-02
58 31 4.6109101202854233e-03 -8.4187453759717052e-03
58 47 1.3569585368712469e-02 -1.6163001211987001e-02
58 48 2.0416754422906146e-02 2.6596715180798730e-02
58 49 1.5801809913679632e-02 -7.5985065555890735e-03
58 50 7.4904104538867046e-03 -1.4048776150989130e-02
58 51 9.4706121284873386e-03 -1.7301369013623384e-02
58 52 1.1089828621096918e-02 -1.6332640991878269e-02
58 53 1.7223009350446530e-02 1.4347114427944400e-02
58 54 1.5609407929694334e-02 1.7774053681100931e-02
58 55 1.4809657685629677e-02 1.6690819408993307e-02
58 56 1.6340902803469198e-02 1.4280000379706155e-02
58 57 1.5955347679720240e-02 2.9252354141394789e-02
58 58 1.5188157707223449e-02 1.5880138790978993e-02
58 59 1.5294339481111384e-02 1.7166685155882822e-02
58 60 2.1239323930148254e-02 1.6560780023030162e-02
58 61 1.3408863640001113e-02 -1.5806271966218446e-02
58 62 1.1954588707518162e-02 -6.9315188213425723e-03
58 63 1.4681936773015904e-02 2.7402618144779550e-02
58 64 1.5085047262682403e-02 1.6731226198601165e-02
58 65 7.4578349893206436e-03 -1.4009182636426710e-02
58 66 1.2118982561783873e-02 -2.0112884093571471e-03
58 67 2.0517823326107139e-02 -1.7365787902324740e-02
58 68 1.1108419720417140e-02 -1.6444075279246684e-02
58 69 1.5476945559677458e-02 -7.6822404793934441e-03
58 70 9.2743276638234725e-03 -1.7054795491594634e-02
58 71 1.8227538148492938e-02 2.0266224426584246e-02
58 72 1.9524887203203549e-02 -1.6791790532164553e-02
58 73 1.4944180053558222e-02 1.0681485548296383e-02
58 74 1.9858550616424400e-02 -1.7415537704229263e-02
58 75 7.4939538337435319e-03 -1.4084516519839999e-02
58 76 8.6119073770714611e-03 -1.5922928195118802e-02
58 77 1.3998802973554225e-02 -1.6213932471980896e-02
58 78 2.0121742905032287e-02 3.6325118295980105e-02
58 79 8.4239499781984858e-03 -1.5643293728928073e-02
58 80 1.2202713562371254e-02 2.0145650904331517e-02
58 81 7.5702662899655862e-03 -1.4233199073685268e-02
58 82 7.5242950750559106e-03 -1.4145309720897642e-02
58 83 7.4578349893206436e-03 -1.4009182636426715e-02
58 84 8.2225492574790754e-03 -1.5307751388694436e-02
58 85 1.1827154323980498e-02 -2.0664149434380531e-02
58 86 1.7741950038686088e-02 -1.6608761024681708e-02
58 87 1.2984939196209102e-02 -5.6624237678869066e-03
58 88 1.4799212479123474e-02 1.0516087570412481e-02
58 89 4.2820966557027352e-03 -7.8625543481189719e-03
58 90 8.1923491136530156e-03 -1.2438085846412855e-02
58 91 1.1067270876559489e-02 -2.9474723433887489e-03
58 92 9.5998734167230277e-03 -1.7360497225280269e-02
58 93 6.8516537733333280e-03 9.9498856891182264e-03
58 94 1.1067270876559489e-02 -2.9474723433887498e-03
58 95 1.5411359335837692e-02 2.8363565973104344e-02
58 96 7.7125415035717874e-03 -3.1484779894791213e-03
58 97 1.8098468309060239e-02 -1.6287270632498158e-02
58 98 1.3852050698807168e-02 -7.1476354466557153e-03
58 99 8.1923491136530174e-03 -1.2438085846412855e-02
58 100 1.3043072401165196e-02 -2.2655729539959837e-02
58 101 9.8046610835134228e-03 -1.7845661524538918e-02
58 102 4.2820966557027352e-03 -7.8625543481189719e-03
58 46 8.2877148652063509e-03 -1.5424325385930400e-02
97 0 1.2419770592190829e-02 -1.6157046437444615e-03
97 1 1.5196882797884195e-02 1.7376200223722969e-02
97 2 1.9204869551350413e-02 -1.7046529777953796e-02
97 4 1.9356592491393727e-02 -1.7617490103536929e-02
97 5 1.0968478553070891e-02 -1.6246010351438096e-02
97 6 2.0283597592710940e-02 2.6337734738239284e-02
97 7 1.2202713562371256e-02 2.0145650904331524e-02
97 8 6.8516537733333297e-03 9.9498856891182264e-03
97 9 2.3713409236381506e-02 2.1022885805046680e-02
97 10 2.1430440206566294e-02 3.9161085312832140e-02
97 11 2.0271425565786639e-02 3.6575588654200873e-02
97 12 1.6047890169858827e-02 1.4123592771580807e-02
97 13 1.8628407360144660e-02 -1.6574717665250139e-02
97 14 1.7637454297460584e-02 -1.6161557717235396e-02
97 15 9.2743276637327083e-03 -1.7054795491420853e-02
97 16 1.7709831476564866e-02 -1.6623681312129431e-02
97 17 1.9332132245529963e-02 -1.7630329694879793e-02
97 18 1.7243919278406333e-02 1.4395333411557026e-02
97 19 1.1886401035482120e-02 -1.8594527594595243e-03
97 20 1.8346070617580541e-02 2.0225254004145897e-02
97 21 2.0156915524431846e-02 -1.7616531340340233e-02
97 22 2.1265244399807804e-02 1.5856340765248830e-02
97 23 1.2888745347573992e-02 -1.5756914859158359e-02
97 24 1.1487549526546655e-02 -6.7896868633930164e-03
97 25 7.5260598332198914e-03 -1.4110395084571944e-02
97 26 7.5560001745444876e-03 -1.4213780320918766e-02
97 27 1.1187779277272991e-02 -1.6469708579643146e-02
97 28 1.5103515562444434e-02 1.6739142922916440e-02
97 29 1.6399772966719125e-02 3.0701684017694388e-02
97 30 1.5496475964230668e-02 2.8512775321621501e-02
97 3 1.2229901212119089e-02 -1.7319376757089621e-03
97 32 1.1361385951885924e-02 -1.3771361823709286e-02
97 33 1.0353740118554661e-02 -1.8479015394421254e-02
97 34 4.6109101202854233e-03 -8.4187453759717035e-03
97 35 1.1361385951885926e-02 -1.3771361823709282e-02
97 36 9.8223379936546781e-03 -1.7647868908672464e-02
97 37 2.3928890017333396e-02 2.1996674813505077e-02
97 38 1.8580308103156386e-02 2.0705450201434588e-02
97 39 2.1083330237975664e-02 3.8605565964756221e-02
97 40 7.7125415035717865e-03 -3.1484779894791226e-03
97 41 1.6558012823880443e-02 3.0961682898493343e-02
97 42 1.8321800351036210e-02 2.0475266911273663e-02
97 43 1.5163994488161881e-02 1.5771674627830148e-02
97 44 1.5903972151288893e-02 2.9154668943928111e-02
97 45 9.4570775492525527e-03 -1.7131753564110300e-02
97 31 4.6109101202854233e-03 -8.4187453759717052e-03
97 47 1.3569585368712469e-02 -1.6163001211987001e-02
97 48 2.0416754422906146e-02 2.6596715180798730e-02
97 49 1.5801809913679632e-02 -7.5985065555890735e-03
97 50 7.4904104538867046e-03 -1.4048776150989130e-02
97 51 9.4706121284873386e-03 -1.7301369013623384e-02
97 52 1.1089828621096918e-02 -1.6332640991878269e-02
97 53 1.7223009350446530e-02 1.4347114427944400e-02
97 54 1.5609407929694334e-02 1.7774053681100931e-02
97 55 1.4809657685629677e-02 1.6690819408993307e-02
97 56 1.6340902803469198e-02 1.4280000379706155e-02
97 57 1.5955347679720240e-02 2.9252354141394789e-02
97 58 1.5188157707223449e-02 1.5880138790978993e-02
97 59 1.5294339481111384e-02 1.7166685155882822e-02
97 60 2.1239323930148254e-02 1.6560780023030162e-02
97 61 1.3408863640001113e-02 -1.5806271966218446e-02
97 62 1.1954588707518162e-02 -6.9315188213425723e-03
97 63 1.4681936773015904e-02 2.7402618144779550e-02
97 64 1.5085047262682403e-02 1.6731226198601165e-02
97 65 7.4578349893206436e-03 -1.4009182636426710e-02
97 66 1.2118982561783873e-02 -2.0112884093571471e-03
97 67 2.0517823326107139e-02 -1.7365787902324740e-02
97 68 1.1108419720417140e-02 -1.6444075279246684e-02
97 69 1.5476945559677458e-02 -7.6822404793934441e-03
97 70 9.2743276638234725e-03 -1.7054795491594634e-02
97 71 1.8227538148492938e-02 2.0266224426584246e-02
97 72 1.9524887203203549e-02 -1.6791790532164553e-02
97 73 1.4944180053558222e-02 1.0681485548296383e-02
97 74 1.9858550616424400e-02 -1.7415537704229263e-02
97 75 7.4939538337435319e-03 -1.4084516519839999e-02
97 76 8.6119073770714611e-03 -1.5922928195118802e-02
97 77 1.3998802973554225e-02 -1.6213932471980896e-02
97 78 2.0121742905032287e-02 3.6325118295980105e-02
97 79 8.4239499781984858e-03 -1.5643293728928073e-02
97 80 1.2202713562371254e-02 2.0145650904331517e-02
97 81 7.5702662899655862e-03 -1.4233199073685268e-02
97 82 7.5242950750559106e-03 -1.4145309720897642e-02
97 83 7.4578349893206436e-03 -1.4009182636426715e-02
97 84 8.2225492574790754e-03 -1.5307751388694436e-02
97 85 1.1827154323980498e-02 -2.0664149434380531e-02
97 86 1.7741950038686088e-02 -1.6608761024681708e-02
97 87 1.2984939196209102e-02 -5.6624237678869066e-03
97 88 1.4799212479123474e-02 1.0516087570412481e-02
97 89 4.2820966557027352e-03 -7.8625543481189719e-03
97 90 8.1923491136530156e-03 -1.2438085846412855e-02
97 91 1.1067270876559489e-02 -2.9474723433887489e-03
97 92 9.5998734167230277e-03 -1.7360497225280269e-02
97 93 6.8516537733333280e-03 9.9498856891182264e-03
97 94 1.1067270876559489e-02 -2.9474723433887498e-03
97 95 1.5411359335837692e-02 2.8363565973104344e-02
97 96 7.7125415035717874e-03 -3.1484779894791213e-03
97 97 1.8098468309060239e-02 -1.6287270632498158e-02
97 98 1.3852050698807168e-02 -7.1476354466557153e-03
97 99 8.1923491136530174e-03 -1.2438085846412855e-02
97 100 1.3043072401165196e-02 -2.2655729539959837e-02
97 101 9.8046610835134228e-03 -1.7845661524538918e-02
97 102 4.2820966557027352e-03 -7.8625543481189719e-03
97 46 8.2877148652063509e-03 -1.5424325385930400e-02
82 0 1.2419770592190829e-02 -1.6157046437444615e-03
82 1 1.5196882797884195e-02 1.7376200223722969e-02
82 2 1.9204869551350413e-02 -1.7046529777953796e-02
82 4 1.9356592491393727e-02 -1.7617490103536929e-02
82 5 1.0968478553070891e-02 -1.6246010351438096e-02
82 6 2.0283597592710940e-02 2.6337734738239284e-02
82 7 1.2202713562371256e-02 2.0145650904331524e-02
82 8 6.8516537733333297e-03 9.9498856891182264e-03
82 9 2.3713409236381506e-02 2.1022885805046680e-02
82 10 2.1430440206566294e-02 3.9161085312832140e-02
82 11 2.0271425565786639e-02 3.6575588654200873e-02
82 12 1.6047890169858827e-02 1.4123592771580807e-02
82 13 1.8628407360144660e-02 -1.6574717665250139e-02
82 14 1.7637454297460584e-02 -1.6161557717235396e-02
82 15 9.2743276637327083e-03 -1.7054795491420853e-02
82 16 1.7709831476564866e-02 -1.6623681312129431e-02
82 17 1.9332132245529963e-02 -1.7630329694879793e-02
82 18 1.7243919278406333e-02 1.4395333411557026e-02
82 19 1.1886401035482120e-02 -1.8594527594595243e-03
82 20 1.8346070617580541e-02 2.0225254004145897e-02
82 21 2.0156915524431846e-02 -1.7616531340340233e-02
82 22 2.1265244399807804e-02 1.5856340765248830e-02
82 23 1.2888745347573992e-02 -1.5756914859158359e-02
82 24 1.1487549526546655e-02 -6.7896868633930164e-03
82 25 7.5260598332198914e-03 -1.4110395084571944e-02
82 26 7.5560001745444876e-03 -1.4213780320918766e-02
82 27 1.1187779277272991e-02 -1.6469708579643146e-02
82 28 1.5103515562444434e-02 1.6739142922916440e-02
82 29 1.6399772966719125e-02 3.0701684017694388e-02
82 30 1.5496475964230668e-02 2.8512775321621501e-02
82 3 1.2229901212119089e-02 -1.7319376757089621e-03
82 32 1.1361385951885924e-02 -1.3771361823709286e-02
82 33 1.0353740118554661e-02 -1.8479015394421254e-02
82 34 4.6109101202854233e-03 -8.4187453759717035e-03
82 35 1.1361385951885926e-02 -1.3771361823709282e-02
82 36 9.8223379936546781e-03 -1.7647868908672464e-02
82 37 2.3928890017333396e-02 2.1996674813505077e-02
82 38 1.8580308103156386e-02 2.0705450201434588e-02
82 39 2.1083330237975664e-02 3.8605565964756221e-02
82 40 7.7125415035717865e-03 -3.1484779894791226e-03
82 41 1.6558012823880443e-02 3.0961682898493343e-02
82 42 1.8321800351036210e-02 2.0475266911273663e-02
82 43 1.5163994488161881e-02 1.5771674627830148e-02
82 44 1.5903972151288893e-02 2.9154668943928111e-02
82 45 9.4570775492525527e-03 -1.7131753564110300e-02
82 31 4.6109101202854233e-03 -8.4187453759717052e-03
82 47 1.3569585368712469e-02 -1.6163001211987001e-02
82 48 2.0416754422906146e-02 2.6596715180798730e-02
82 49 1.5801809913679632e-02 -7.5985065555890735e-03
82 50 7.4904104538867046e-03 -1.4048776150989130e-02
82 51 9.4706121284873386e-03 -1.7301369013623384e-02
82 52 1.1089828621096918e-02 -1.6332640991878269e-02
82 53 1.7223009350446530e-02 1.4347114427944400e-02
82 54 1.5609407929694334e-02 1.7774053681100931e-02
82 55 1.4809657685629677e-02 1.6690819408993307e-02
82 56 1.6340902803469198e-02 1.4280000379706155e-02
82 57 1.5955347679720240e-02 2.9252354141394789e-02
82 58 1.5188157707223449e-02 1.5880138790978993e-02
82 59 1.5294339481111384e-02 1.7166685155882822e-02
82 60 2.1239323930148254e-02 1.6560780023030162e-02
82 61 1.3408863640001113e-02 -1.5806271966218446e-02
82 62 1.1954588707518162e-02 -6.9315188213425723e-03
82 63 1.4681936773015904e-02 2.7402618144779550e-02
82 64 1.5085047262682403e-02 1.6731226198601165e-02
82 65 7.4578349893206436e-03 -1.4009182636426710e-02
82 66 1.2118982561783873e-02 -2.0112884093571471e-03
82 67 2.0517823326107139e-02 -1.7365787902324740e-02
82 68 1.1108419720417140e-02 -1.6444075279246684e-02
82 69 1.5476945559677458e-02 -7.6822404793934441e-03
82 70 9.2743276638234725e-03 -1.7054795491594634e-02
82 71 1.8227538148492938e-02 2.0266224426584246e-02
82 72 1.9524887203203549e-02 -1.6791790532164553e-02
82 73 1.4944180053558222e-02 1.0681485548296383e-02
82 74 1.9858550616424400e-02 -1.7415537704229263e-02
82 75 7.4939538337435319e-03 -1.4084516519839999e-02
82 76 8.6119073770714611e-03 -1.5922928195118802e-02
82 77 1.3998802973554225e-02 -1.6213932471980896e-02
